Name,DrugBank ID,Type,Categories,Has Dosing,Frequency,Times Per Day,Routes,Interaction Count,Food Interaction Count,Has Description,Groups
Mercaptopurine,,small molecule,"Antimetabolites; Antineoplastic Agents; Antineoplastic and Immunomodulating Agents; Drugs for Obstructive Airway Diseases; Enzyme Inhibitors; Heterocyclic Compounds, Fused-Ring; Immunologic Factors; Immunosuppressive Agents; Myelosuppressive Agents; Narrow Therapeutic Index Drugs; Noxae; Nucleic Acid Synthesis Inhibitors; Nucleoside Metabolic Inhibitor; OAT3/SLC22A8 Inhibitors; OAT3/SLC22A8 Substrates; OAT3/SLC22A8 Substrates with a Narrow Therapeutic Index; Purine Analogues; Purines; Sulfhydryl Compounds; Sulfur Compounds; Thiopurine Analogs; Toxic Actions; Xanthine derivatives",No,,,,0,2,Yes,approved
Cerulenin,,small molecule,Amides; Anti-Infective Agents; Antifungal Agents; Fatty Acid Synthesis Inhibitors; Hypolipidemic Agents; Lipid Regulating Agents,No,,,,0,0,Yes,experimental
Procainamide,,small molecule,"Acids, Carbocyclic; Agents Causing Muscle Toxicity; Agents that produce neuromuscular block (indirect); Amides; Aminobenzoates; Antiarrhythmic agents; Antiarrhythmics, Class I; Antiarrhythmics, Class Ia; Benzamides and benzamide derivatives; Benzene Derivatives; Benzoates; Cardiac Therapy; Cardiovascular Agents; Cholinesterase Inhibitors; Cytochrome P-450 CYP2D6 Substrates; Cytochrome P-450 CYP2D6 Substrates with a Narrow Therapeutic Index; Cytochrome P-450 Substrates; Drugs that are Mainly Renally Excreted; Drugs that are Mainly Renally Excreted with a Narrow Therapeutic Index; Highest Risk QTc-Prolonging Agents; MATE 1 Substrates; MATE 1 Substrates with a Narrow Therapeutic Index; MATE 2 Substrates; MATE 2 Substrates with a Narrow Therapeutic Index; MATE substrates; Membrane Transport Modulators; Narrow Therapeutic Index Drugs; Negative Inotrope; OCT1 inhibitors; OCT2 Inhibitors; OCT2 Substrates with a Narrow Therapeutic Index; para-Aminobenzoates; QTc Prolonging Agents; Sodium Channel Blockers; Voltage-Gated Sodium Channel Blockers",No,,,,0,2,Yes,approved
Tolterodine,,small molecule,Agents producing tachycardia; Alcohols; Amines; Amino Alcohols; Anticholinergic Agents; Benzene Derivatives; Benzhydryl Compounds; Cholinergic Agents; Cresols; Cytochrome P-450 CYP2C19 Substrates; Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 CYP2D6 Substrates; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Substrates; Drugs for Urinary Frequency and Incontinence; Drugs that are Mainly Renally Excreted; Genito Urinary System and Sex Hormones; Genitourinary Agents; Genitourinary Smooth Muscle Relaxants; Muscarinic Antagonists; Neurotransmitter Agents; Phenols; Potential QTc-Prolonging Agents; Propanolamines; Propanols; QTc Prolonging Agents; Urological Agents; Urologicals,No,,,,0,1,Yes,approved; investigational
Selegiline,,small molecule,"Agents that produce hypertension; Agents that reduce seizure threshold; Amines; Anti-Dyskinesia Agents; Anti-Parkinson Drugs; Antidepressive Agents; Antidepressive Agents Indicated for Depression; Central Nervous System Agents; Central Nervous System Depressants; Compounds used in a research, industrial, or household setting; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (strength unknown); Cytochrome P-450 CYP1A2 Substrates; Cytochrome P-450 CYP2A6 Inhibitors; Cytochrome P-450 CYP2A6 Inhibitors (strength unknown); Cytochrome P-450 CYP2A6 Substrates; Cytochrome P-450 CYP2B6 Inhibitors; Cytochrome P-450 CYP2B6 Inhibitors (strength unknown); Cytochrome P-450 CYP2B6 Substrates; Cytochrome P-450 CYP2C19 Substrates; Cytochrome P-450 CYP2C8 Substrates; Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 CYP2D6 Inhibitors; Cytochrome P-450 CYP2D6 Inhibitors (weak); Cytochrome P-450 CYP2D6 Substrates; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Dopamine Agents; Enzyme Inhibitors; Ethylamines; Hypotensive Agents; Monoamine Oxidase A Inhibitors  for interaction with Monoamine Oxidase A substrates; Monoamine Oxidase B Inhibitors; Monoamine Oxidase Inhibitors; Nervous System; Neuroprotective Agents; P-glycoprotein inhibitors; Phenethylamines; Protective Agents; Psychotropic Drugs; Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome; Serotonin Agents; Serotonin Modulators",No,,,,0,3,Yes,approved; investigational; vet_approved
Carphenazine,,small molecule,Dopamine Antagonists; Dopamine D2 Receptor Antagonists,No,,,,0,0,Yes,withdrawn
Fenofibrate,,small molecule,"Acids, Acyclic; Agents Causing Muscle Toxicity; Benzene Derivatives; Benzophenones; BSEP/ABCB11 Substrates; Butyrates; Cytochrome P-450 CYP2A6 Inhibitors; Cytochrome P-450 CYP2A6 Inhibitors (weak); Cytochrome P-450 CYP2C19 Inhibitors; Cytochrome P-450 CYP2C19 Inhibitors (weak); Cytochrome P-450 CYP2C8 Inhibitors; Cytochrome P-450 CYP2C8 Inhibitors (weak); Cytochrome P-450 CYP2C9 Inhibitors; Cytochrome P-450 CYP2C9 Inhibitors (strength unknown); Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 CYP3A4 Substrates (strength unknown); Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Drugs that are Mainly Renally Excreted; Ethers; Fatty Acids; Fatty Acids, Volatile; Fibric Acid Derivatives; Fibric Acids; Hypolipidemic Agents; Hypolipidemic Agents Indicated for Hyperlipidemia; Isobutyrates; Ketones; Lipid Modifying Agents; Lipid Modifying Agents, Plain; Lipid Regulating Agents; Lipids; Non-statin Hypolipidemic Agents Indicated for Hyperlipidemia; Noxae; P-glycoprotein inhibitors; Peroxisome Proliferator Receptor alpha Agonist; Peroxisome Proliferator-activated Receptor alpha Agonists; Phenols; Phenyl Ethers; Toxic Actions; UGT1A9 Substrates",No,,,,0,1,Yes,approved
Thalidomide,,small molecule,"Angiogenesis Inhibitors; Angiogenesis Modulating Agents; Antineoplastic Agents; Antineoplastic and Immunomodulating Agents; Cardiotoxic antineoplastic agents; Central Nervous System Depressants; Cytochrome P-450 CYP2B6 Inducers; Cytochrome P-450 CYP2B6 Inducers (strength unknown); Cytochrome P-450 CYP2B6 Substrates; Cytochrome P-450 CYP2C19 Inhibitors; Cytochrome P-450 CYP2C19 inhibitors (strength unknown); Cytochrome P-450 CYP2C19 Substrates; Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 CYP3A Inducers; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Inducers; Cytochrome P-450 CYP3A4 Inducers (strength unknown); Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 CYP3A5 Inducers; Cytochrome P-450 CYP3A5 Inducers (strength unknown); Cytochrome P-450 CYP3A5 Substrates; Cytochrome P-450 Enzyme Inducers; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Drugs causing inadvertant photosensitivity; Growth Inhibitors; Growth Substances; Heterocyclic Compounds, Fused-Ring; Hypotensive Agents; Immunologic Factors; Immunomodulatory Agents; Immunosuppressive Agents; Isoindoles; Leprostatic Agents; Myelosuppressive Agents; Noxae; Photosensitizing Agents; Phthalimides; Teratogens; Toxic Actions; Tumor Necrosis Factor Blockers",No,,,,0,2,Yes,approved; investigational; withdrawn
Melphalan,,small molecule,"Alkylating Activity; Alkylating Drugs; Amino Acids; Amino Acids, Aromatic; Amino Acids, Cyclic; Amino Acids, Peptides, and Proteins; Antineoplastic Agents; Antineoplastic Agents, Alkylating; Antineoplastic and Immunomodulating Agents; Hydrocarbons, Halogenated; Immunologic Factors; Immunosuppressive Agents; Mustard Compounds; Myeloablative Agonists; Myelosuppressive Agents; Narrow Therapeutic Index Drugs; Nitrogen Mustard Analogues; Nitrogen Mustard Compounds; Noxae; Toxic Actions",No,,,,0,0,Yes,approved
Memantine,,small molecule,Anti-Dementia Drugs; Anti-Dyskinesia Agents; Anti-Parkinson Drugs; Bridged-Ring Compounds; Central Nervous System Agents; Cholinesterase Inhibitors; Cytochrome P-450 CYP2A6 Inhibitors; Cytochrome P-450 CYP2A6 Inhibitors (weak); Cytochrome P-450 CYP2B6 Inhibitors; Cytochrome P-450 CYP2B6 Inhibitors (strong); Cytochrome P-450 CYP2C19 Inhibitors; Cytochrome P-450 CYP2C19 Inhibitors (weak); Cytochrome P-450 Enzyme Inhibitors; Dopamine Agents; Drugs that are Mainly Renally Excreted; Excitatory Amino Acid Antagonists; Miscellaneous Central Nervous System Agents; N-methyl-D-aspartate Receptor Antagonist; Nervous System; Neurotransmitter Agents; NMDA Receptor Antagonists; OCT2 Substrates; Psychoanaleptics,No,,,,0,2,Yes,approved; investigational
Gatifloxacin,,small molecule,"4-Quinolones; Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Compounds used in a research, industrial, or household setting; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (moderate); Cytochrome P-450 Enzyme Inhibitors; Enzyme Inhibitors; Fluoroquinolones; Heterocyclic Compounds, Fused-Ring; Hypoglycemia-Associated Agents; Ophthalmic Solutions; Ophthalmologicals; Pharmaceutical Preparations; Pharmaceutical Solutions; Potential QTc-Prolonging Agents; QTc Prolonging Agents; Quinolines; Quinolone Antimicrobial; Quinolones; Sensory Organs; Solutions; Topoisomerase II Inhibitors; Topoisomerase Inhibitors",No,,,,0,2,Yes,approved; investigational; withdrawn
Rifampin,,small molecule,"Amides; Anti-Bacterial Agents; Anti-Infective Agents; Antibiotics, Antitubercular; Antiinfectives for Systemic Use; Antimycobacterials; BSEP/ABCB11 Inhibitors; Chemically-Induced Disorders; Cytochrome P-450 CYP1A2 Inducers; Cytochrome P-450 CYP1A2 Inducers (moderate); Cytochrome P-450 CYP1A2 Inducers (strong); Cytochrome P-450 CYP2A6 Inducers; Cytochrome P-450 CYP2A6 Inducers (moderate); Cytochrome P-450 CYP2B6 Inducers; Cytochrome P-450 CYP2B6 Inducers (moderate); Cytochrome P-450 CYP2C19 Inducers; Cytochrome P-450 CYP2C19 Inducers (moderate); Cytochrome P-450 CYP2C19 Inducers (strong); Cytochrome P-450 CYP2C8 Inducers; Cytochrome P-450 CYP2C8 Inducers (strong); Cytochrome P-450 CYP2C8 Inhibitors; Cytochrome P-450 CYP2C8 Inhibitors (strength unknown); Cytochrome P-450 CYP2C9 Inducers; Cytochrome P-450 CYP2C9 Inducers (moderate); Cytochrome P-450 CYP2E1 Inducers; Cytochrome P-450 CYP2E1 Inducers (strength unknown); Cytochrome P-450 CYP3A Inducers; Cytochrome P-450 CYP3A Inducers (strong); Cytochrome P-450 CYP3A4 Inducers; Cytochrome P-450 CYP3A4 Inducers (strong); Cytochrome P-450 CYP3A5 Inducers; Cytochrome P-450 CYP3A5 Inducers (strong); Cytochrome P-450 CYP3A7 Inducers; Cytochrome P-450 CYP3A7 Inducers (strong); Cytochrome P-450 CYP3A7 Inducers (weak); Cytochrome P-450 Enzyme Inducers; Cytochrome P-450 Enzyme Inhibitors; Drugs for Treatment of Lepra; Drugs for Treatment of Tuberculosis; Enzyme Inhibitors; Hepatotoxic Agents; Heterocyclic Compounds, Fused-Ring; Lactams, Macrocyclic; Leprostatic Agents; Nucleic Acid Synthesis Inhibitors; OAT1/SLC22A6 inhibitors; OAT3/SLC22A8 Inhibitors; OATP1B1/SLCO1B1 Inhibitors; OATP1B3 inhibitors; OATP1B3 substrates; Organic Anion Transporting Polypeptide 2B1 Inhibitors; P-glycoprotein inducers; Rifamycin Antibacterial; Rifamycin Antimycobacterial; Rifamycins; UGT1A1 Inducers; UGT1A9 Inducers; UGT1A9 Inhibitors",No,,,,0,3,Yes,approved
Lubiprostone,,small molecule,"Alimentary Tract and Metabolism; Chloride Channel Agonists; Drugs for Constipation; Drugs that are Mainly Renally Excreted; Fatty Acids; Fatty Acids, Monounsaturated; Fatty Acids, Unsaturated; Laxatives; Lipids; Membrane Transport Modulators; Miscellaneous GI Drugs; Prostaglandins E",No,,,,0,2,Yes,approved; investigational
Fluocinonide,,small molecule,"Adrenal Cortex Hormones; Anti-Allergic Agents; Anti-Inflammatory Agents; Corticosteroid Hormone Receptor Agonists; Corticosteroids; Corticosteroids, Dermatological Preparations; Corticosteroids, Potent (Group III); Cytochrome P-450 CYP3A Inducers; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Inducers; Cytochrome P-450 CYP3A4 Inducers (strength unknown); Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 CYP3A5 Inducers; Cytochrome P-450 CYP3A5 Inducers (strength unknown); Cytochrome P-450 Enzyme Inducers; Cytochrome P-450 Substrates; Dermatologicals; Fused-Ring Compounds; Glucocorticoids; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Immunosuppressive Agents; Pregnadienes; Pregnanes; Steroids; Steroids, Fluorinated; Thyroxine-binding globulin inhibitors",No,,,,0,0,Yes,approved; investigational
Abacavir,,small molecule,"Anti-HIV Agents; Anti-Infective Agents; Anti-Retroviral Agents; Antiinfectives for Systemic Use; Antiviral Agents; Antivirals for Systemic Use; Antivirals used in combination for the treatment of HIV infections; Cycloparaffins; Deoxyadenosines; Deoxyribonucleosides; Dideoxynucleosides; Direct Acting Antivirals; Drugs that are Mainly Renally Excreted; Enzyme Inhibitors; Heterocyclic Compounds, Fused-Ring; Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor; Nucleic Acid Synthesis Inhibitors; Nucleic Acids, Nucleotides, and Nucleosides; Nucleoside and Nucleotide Reverse Transcriptase Inhibitors; Nucleoside Reverse Transcriptase Inhibitors; Nucleosides; Purine Nucleosides; Purines; Reverse Transcriptase Inhibitors; UGT1A1 Substrates",No,,,,0,2,Yes,approved; investigational
Ergoloid mesylate,,small molecule,"Adrenergic Agents; Adrenergic alpha-Antagonists; Adrenergic Antagonists; Agents that produce hypertension; Alkaloids; Antidepressive Agents; Cardiovascular Agents; Central Nervous System Agents; Central Nervous System Depressants; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Substrates; Dihydroergotoxine; Dopamine Agents; Dopamine Agonists; Ergot Alkaloids and Derivatives; Ergot-derivative Dopamine Receptor Agonists; Ergotamines; Heterocyclic Compounds, Fused-Ring; Neurotransmitter Agents; Nootropic Agents; Peripheral Vasodilators; Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome; Serotonin Agents; Serotonin Modulators; Sympatholytic (Adrenergic Blocking) Agents; Vasodilating Agents",No,,,,0,1,Yes,approved
Ibuprofen,,small molecule,"Acids, Carbocyclic; Agents causing angioedema; Agents causing hyperkalemia; Agents that produce hypertension; Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Anti-Inflammatory Agents, Non-Steroidal; Antiinflammatory and Antirheumatic Products; Antiinflammatory and Antirheumatic Products, Non-Steroids; Antiinflammatory Preparations, Non-Steroids for Topical Use; Antiinflammatory Products for Vaginal Administration; Antirheumatic Agents; Arylpropionic acid NSAIDS; Central Nervous System Agents; COX-1 Inhibitors; COX-2 Inhibitors; Cyclooxygenase Inhibitors; Cytochrome P-450 CYP2C19 Substrates; Cytochrome P-450 CYP2C8 Substrates; Cytochrome P-450 CYP2C9 Substrates; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Drugs that are Mainly Renally Excreted; Enzyme Inhibitors; Experimental Unapproved Treatments for COVID-19; Nephrotoxic agents; Nervous System; Non COX-2 selective NSAIDS; OAT1/SLC22A6 inhibitors; OAT3/SLC22A8 Inhibitors; OATP2B1/SLCO2B1 substrates; Other Nonsteroidal Anti-inflammatory Agents; P-glycoprotein inhibitors; P-glycoprotein substrates; Peripheral Nervous System Agents; Pharmaceutical Preparations; Phenylpropionates; Propionates; Sensory System Agents; Throat Preparations; Topical Products for Joint and Muscular Pain; UDP Glucuronosyltransferases Inhibitors; UGT1A1 Substrates; UGT1A3 substrates; UGT1A9 Substrates; UGT2B17 Inhibitors; UGT2B7 substrates",No,,,,0,2,Yes,approved
Novobiocin,,small molecule,"Aminocoumarins; Anti-Bacterial Agents; Anti-Infective Agents; BCRP/ABCG2 Inhibitors; Benzopyrans; Carbohydrates; Coumarins; Enzyme Inhibitors; Glycosides; Heterocyclic Compounds, Fused-Ring; Nucleic Acid Synthesis Inhibitors; OAT1/SLC22A6 inhibitors; OAT3/SLC22A8 Inhibitors; OATP1B1/SLCO1B1 Inhibitors; OATP1B3 inhibitors; Organic Anion Transporting Polypeptide 2B1 Inhibitors; Pyrans",No,,,,0,0,Yes,approved; investigational; vet_approved; withdrawn
Benzylpenicillin,,small molecule,"Amides; Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Beta-Lactam Antibacterials; Beta-Lactamase Sensitive Penicillins; beta-Lactams; Heterocyclic Compounds, Fused-Ring; Lactams; Natural Penicillins; OAT1/SLC22A6 inhibitors; OAT3/SLC22A8 Inhibitors; OAT3/SLC22A8 Substrates; OATP1B1/SLCO1B1 Substrates; OATP2B1/SLCO2B1 substrates; Ophthalmologicals; Penicillin G; Penicillins; Sensory Organs; Sulfur Compounds",No,,,,0,0,Yes,approved; vet_approved
Nitrendipine,,small molecule,ACE Inhibitors and Calcium Channel Blockers; Agents causing hyperkalemia; Antiarrhythmic agents; Antihypertensive Agents; Bradycardia-Causing Agents; BSEP/ABCB11 Substrates; Calcium Channel Blockers; Calcium-Regulating Hormones and Agents; Cardiovascular Agents; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 CYP3A5 Substrates; Cytochrome P-450 CYP3A7 Substrates; Cytochrome P-450 Substrates; Dihydropyridine Derivatives; Dihydropyridines; Hypotensive Agents; Membrane Transport Modulators; P-glycoprotein inhibitors; Potential QTc-Prolonging Agents; Pyridines; QTc Prolonging Agents; Selective Calcium Channel Blockers With Mainly Vascular Effects; Vasodilating Agents,No,,,,0,1,Yes,approved; investigational
Mimosine,,small molecule,"Alanine; Amino Acids; Amino Acids, Peptides, and Proteins; Pyridines; Pyridones",No,,,,0,0,Yes,experimental
Tocainide,,small molecule,"Amides; Amines; Anilides; Aniline Compounds; Antiarrhythmic agents; Antiarrhythmics, Class I; Antiarrhythmics, Class Ib; Cardiac Therapy; Cardiovascular Agents; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (weak); Cytochrome P-450 CYP1A2 Substrates; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Substrates; Membrane Transport Modulators; Sodium Channel Blockers; Voltage-Gated Sodium Channel Blockers",No,,,,0,0,Yes,approved
Echothiophate,,small molecule,Antiglaucoma Preparations and Miotics; Autonomic Agents; Cholinergic Agents; Cholinesterase Inhibitors; Enzyme Inhibitors; Miotics; Neurotransmitter Agents; Ophthalmologicals; Organophosphates; Organophosphorus Compounds; Organothiophosphates; Organothiophosphorus Compounds; Parasympathomimetics; Peripheral Nervous System Agents; Potential QTc-Prolonging Agents; QTc Prolonging Agents; Sensory Organs; Sulfur Compounds,No,,,,0,0,Yes,approved
Praziquantel,,small molecule,"Anthelmintics; Anti-Infective Agents; Antihelminthic; Antiparasitic Agents; Antiparasitic Products, Insecticides and Repellents; Antitrematodals; Cytochrome P-450 CYP1A2 Substrates; Cytochrome P-450 CYP2C19 Substrates; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 CYP3A5 Substrates; Cytochrome P-450 Substrates; Heterocyclic Compounds, Fused-Ring; Isoquinolines; Quinoline Derivatives and Related Substances",No,,,,0,2,Yes,approved; investigational; vet_approved
